Hour,Latitude,Longitude,PM10
4,28.472,77.1329,367.47
5,28.472,77.1329,403.36
6,28.472,77.1329,371.19
7,28.472,77.1329,277.37
8,28.472,77.1329,299.55
9,28.472,77.1329,293.93
10,28.472,77.1329,174.7
11,28.472,77.1329,154.82
12,28.472,77.1329,161.52
13,28.472,77.1329,141.14
14,28.472,77.1329,146.73
15,28.472,77.1329,124.06
16,28.472,77.1329,145.79
17,28.472,77.1329,152.43
18,28.472,77.1329,149.58
19,28.472,77.1329,160.02
20,28.472,77.1329,183.13
21,28.472,77.1329,175.4
22,28.472,77.1329,129.9
23,28.472,77.1329,97.82
0,28.472,77.1329,107.05
1,28.472,77.1329,124.35
2,28.472,77.1329,105.77
3,28.472,77.1329,89.67
4,28.472,77.1329,70.05
5,28.472,77.1329,121.66
6,28.472,77.1329,127.01
7,28.472,77.1329,134.31
8,28.472,77.1329,91.95
9,28.472,77.1329,89.45
10,28.472,77.1329,122.5
11,28.472,77.1329,128.24
12,28.472,77.1329,122.33
13,28.472,77.1329,96.08
14,28.472,77.1329,103.33
15,28.472,77.1329,118.49
16,28.472,77.1329,114.45
17,28.472,77.1329,110.83
18,28.472,77.1329,94.16
19,28.472,77.1329,112.53
20,28.472,77.1329,124.1
21,28.472,77.1329,96.89
22,28.472,77.1329,96.6
23,28.472,77.1329,74.33
0,28.472,77.1329,83.4
1,28.472,77.1329,118.78
2,28.472,77.1329,133.08
3,28.472,77.1329,114.8
4,28.472,77.1329,100.97
5,28.472,77.1329,130.35
6,28.472,77.1329,138.98
7,28.472,77.1329,136.93
8,28.472,77.1329,114.06
9,28.472,77.1329,102.3
10,28.472,77.1329,106.37
11,28.472,77.1329,114.14
12,28.472,77.1329,111.38
13,28.472,77.1329,90.41
14,28.472,77.1329,130.18
15,28.472,77.1329,158.51
16,28.472,77.1329,124.99
17,28.472,77.1329,107.41
18,28.472,77.1329,78.14
19,28.472,77.1329,67.19
20,28.472,77.1329,102.84
21,28.472,77.1329,139.54
22,28.472,77.1329,137.74
23,28.472,77.1329,108.96
0,28.472,77.1329,88.17
1,28.472,77.1329,91.28
2,28.472,77.1329,105.59
3,28.472,77.1329,87.13
4,28.472,77.1329,49.26
5,28.472,77.1329,72.8
6,28.472,77.1329,118.46
7,28.472,77.1329,100.91
8,28.472,77.1329,56.04
9,28.472,77.1329,59.07
10,28.472,77.1329,100.95
11,28.472,77.1329,126.85
12,28.472,77.1329,126.97
13,28.472,77.1329,102.43
14,28.472,77.1329,99.28
15,28.472,77.1329,118.14
16,28.472,77.1329,117.69
17,28.472,77.1329,87.13
18,28.472,77.1329,73.75
19,28.472,77.1329,92.34
20,28.472,77.1329,122.54
21,28.472,77.1329,124.65
22,28.472,77.1329,125.01
23,28.472,77.1329,143.01
0,28.472,77.1329,220.53
1,28.472,77.1329,237.7
2,28.472,77.1329,171.61
3,28.472,77.1329,140.31
4,28.472,77.1329,129.25
5,28.472,77.1329,130.68
6,28.472,77.1329,155.95
7,28.472,77.1329,152.76
8,28.472,77.1329,118.52
9,28.472,77.1329,133.87
10,28.472,77.1329,147.9
11,28.472,77.1329,142.79
12,28.472,77.1329,156.26
13,28.472,77.1329,166.08
14,28.472,77.1329,119.41
15,28.472,77.1329,84.73
16,28.472,77.1329,77.69
17,28.472,77.1329,108.11
18,28.472,77.1329,127.43
19,28.472,77.1329,169.08
20,28.472,77.1329,181.52
21,28.472,77.1329,173.37
22,28.472,77.1329,189.95
23,28.472,77.1329,254.25
0,28.472,77.1329,213.03
1,28.472,77.1329,235.03
2,28.472,77.1329,311.7
3,28.472,77.1329,321.09
4,28.472,77.1329,282.71
5,28.472,77.1329,288.96
6,28.472,77.1329,252.94
7,28.472,77.1329,217.54
8,28.472,77.1329,260.03
9,28.472,77.1329,239.98
10,28.472,77.1329,224.78
11,28.472,77.1329,148.64
12,28.472,77.1329,141.44
13,28.472,77.1329,132.9
14,28.472,77.1329,111.89
15,28.472,77.1329,89.06
16,28.472,77.1329,74.59
17,28.472,77.1329,88.52
18,28.472,77.1329,101.47
19,28.472,77.1329,105.77
20,28.472,77.1329,116.51
21,28.472,77.1329,134.88
22,28.472,77.1329,164.38
23,28.472,77.1329,165.85
0,28.472,77.1329,118.24
1,28.472,77.1329,107.84
2,28.472,77.1329,149.83
3,28.472,77.1329,140.66
4,28.472,77.1329,122.65
5,28.472,77.1329,101.49
6,28.472,77.1329,117.25
7,28.472,77.1329,111.02
8,28.472,77.1329,142.83
9,28.472,77.1329,152.9
10,28.472,77.1329,135.77
11,28.472,77.1329,128.74
12,28.472,77.1329,143.46
13,28.472,77.1329,128.27
14,28.472,77.1329,112.98
15,28.472,77.1329,84.7
16,28.472,77.1329,81.92
17,28.472,77.1329,85.31
18,28.472,77.1329,93.18
19,28.472,77.1329,117.64
20,28.472,77.1329,173.03
21,28.472,77.1329,170.9
22,28.472,77.1329,182.84
23,28.472,77.1329,249.85
0,28.472,77.1329,274.55
1,28.472,77.1329,171.76
2,28.472,77.1329,155.12
3,28.472,77.1329,133.63
4,28.472,77.1329,165.51
5,28.472,77.1329,165.96
6,28.472,77.1329,159.74
7,28.472,77.1329,198.77
8,28.472,77.1329,208.89
9,28.472,77.1329,213.52
10,28.472,77.1329,207.25
11,28.472,77.1329,204.07
12,28.472,77.1329,163.81
13,28.472,77.1329,149.48
14,28.472,77.1329,134.76
15,28.472,77.1329,128.75
16,28.472,77.1329,133.19
17,28.472,77.1329,144.82
18,28.472,77.1329,151
19,28.472,77.1329,137.37
20,28.472,77.1329,126.22
21,28.472,77.1329,138.99
22,28.472,77.1329,150.12
23,28.472,77.1329,133.81
0,28.472,77.1329,117.2
1,28.472,77.1329,98.59
2,28.472,77.1329,104.63
3,28.472,77.1329,128.43
4,28.472,77.1329,119.88
5,28.472,77.1329,127.04
6,28.472,77.1329,126.16
7,28.472,77.1329,161.46
8,28.472,77.1329,169.67
9,28.472,77.1329,173.29
10,28.472,77.1329,169.55
11,28.472,77.1329,191.71
12,28.472,77.1329,208.85
13,28.472,77.1329,200.3
14,28.472,77.1329,161.57
15,28.472,77.1329,155.44
16,28.472,77.1329,143.01
17,28.472,77.1329,147.37
18,28.472,77.1329,129.77
19,28.472,77.1329,127.98
20,28.472,77.1329,144.77
21,28.472,77.1329,145.68
22,28.472,77.1329,160.34
23,28.472,77.1329,146.31
0,28.472,77.1329,120.22
1,28.472,77.1329,124.9
2,28.472,77.1329,156.16
3,28.472,77.1329,146.63
4,28.472,77.1329,118.01
5,28.472,77.1329,73.48
6,28.472,77.1329,52.95
7,28.472,77.1329,54.9
8,28.472,77.1329,40.73
9,28.472,77.1329,26.99
10,28.472,77.1329,38.32
11,28.472,77.1329,70.72
12,28.472,77.1329,75.59
13,28.472,77.1329,76.52
14,28.472,77.1329,35.3
15,28.472,77.1329,13.47
16,28.472,77.1329,42.8
17,28.472,77.1329,40.29
18,28.472,77.1329,42
19,28.472,77.1329,37.17
20,28.472,77.1329,35.68
21,28.472,77.1329,69.79
22,28.472,77.1329,75.88
23,28.472,77.1329,69.45
0,28.472,77.1329,59.96
1,28.472,77.1329,54.16
2,28.472,77.1329,72.49
3,28.472,77.1329,70.48
4,28.472,77.1329,46.9
5,28.472,77.1329,41.93
6,28.472,77.1329,79.59
7,28.472,77.1329,108.54
8,28.472,77.1329,102.05
9,28.472,77.1329,59.08
10,28.472,77.1329,44.31
11,28.472,77.1329,83.3
12,28.472,77.1329,95.26
13,28.472,77.1329,91.57
14,28.472,77.1329,79.42
15,28.472,77.1329,93.72
16,28.472,77.1329,94.39
0,28.572,77.0708,610.25
1,28.572,77.0708,492.75
2,28.572,77.0708,386.5
3,28.572,77.0708,408
4,28.572,77.0708,417.5
5,28.572,77.0708,389.75
6,28.572,77.0708,373.25
7,28.572,77.0708,460.5
8,28.572,77.0708,573.25
9,28.572,77.0708,593
10,28.572,77.0708,583.75
11,28.572,77.0708,513.25
12,28.572,77.0708,377.25
13,28.572,77.0708,279.25
14,28.572,77.0708,294.75
15,28.572,77.0708,294
16,28.572,77.0708,315.25
17,28.572,77.0708,323.5
18,28.572,77.0708,414.5
19,28.572,77.0708,458
23,28.572,77.0708,785
0,28.572,77.0708,760
1,28.572,77.0708,660.75
2,28.572,77.0708,581
3,28.572,77.0708,549
4,28.572,77.0708,499.5
5,28.572,77.0708,447.25
6,28.572,77.0708,454
7,28.572,77.0708,503.25
8,28.572,77.0708,637
9,28.572,77.0708,941.25
10,28.572,77.0708,730.25
11,28.572,77.0708,569.75
12,28.572,77.0708,367.75
13,28.572,77.0708,263.5
14,28.572,77.0708,258.25
15,28.572,77.0708,280
16,28.572,77.0708,265.75
17,28.572,77.0708,276.5
18,28.572,77.0708,439
19,28.572,77.0708,688
22,28.572,77.0708,788
23,28.572,77.0708,703.25
0,28.572,77.0708,439.25
1,28.572,77.0708,414.5
2,28.572,77.0708,430.5
3,28.572,77.0708,434.25
4,28.572,77.0708,421.25
5,28.572,77.0708,402.25
6,28.572,77.0708,386
7,28.572,77.0708,502
8,28.572,77.0708,628.5
9,28.572,77.0708,605.75
10,28.572,77.0708,478.5
11,28.572,77.0708,393.75
12,28.572,77.0708,366.5
13,28.572,77.0708,303.25
14,28.572,77.0708,293.25
15,28.572,77.0708,275
16,28.572,77.0708,258.5
17,28.572,77.0708,241.25
18,28.572,77.0708,280.5
19,28.572,77.0708,448.75
20,28.572,77.0708,504
21,28.572,77.0708,494.75
22,28.572,77.0708,403
23,28.572,77.0708,344.5
0,28.572,77.0708,337.75
1,28.572,77.0708,328.25
2,28.572,77.0708,312.25
3,28.572,77.0708,293.5
4,28.572,77.0708,302.5
5,28.572,77.0708,290
6,28.572,77.0708,314
7,28.572,77.0708,402
8,28.572,77.0708,489.5
9,28.572,77.0708,497.5
10,28.572,77.0708,374.5
11,28.572,77.0708,253.5
12,28.572,77.0708,217.25
13,28.572,77.0708,271.75
14,28.572,77.0708,294.25
15,28.572,77.0708,292.75
16,28.572,77.0708,233.5
17,28.572,77.0708,209.25
18,28.572,77.0708,234
19,28.572,77.0708,294.25
20,28.572,77.0708,204
21,28.572,77.0708,203.75
22,28.572,77.0708,210.5
23,28.572,77.0708,197.25
0,28.572,77.0708,167
1,28.572,77.0708,150.25
2,28.572,77.0708,138
3,28.572,77.0708,143.25
4,28.572,77.0708,142.25
5,28.572,77.0708,147
6,28.572,77.0708,160
7,28.572,77.0708,235.5
8,28.572,77.0708,382.75
9,28.572,77.0708,413.5
10,28.572,77.0708,375.25
11,28.572,77.0708,275
12,28.572,77.0708,278
18,28.572,77.0708,278
19,28.572,77.0708,213
20,28.572,77.0708,205.25
21,28.572,77.0708,182.25
22,28.572,77.0708,227.5
23,28.572,77.0708,329
0,28.572,77.0708,241
1,28.572,77.0708,250.5
2,28.572,77.0708,201.25
3,28.572,77.0708,189.75
4,28.572,77.0708,208.25
5,28.572,77.0708,205.25
6,28.572,77.0708,207.75
7,28.572,77.0708,294.75
8,28.572,77.0708,402.25
9,28.572,77.0708,490.5
10,28.572,77.0708,284.75
11,28.572,77.0708,244.75
12,28.572,77.0708,208
16,28.572,77.0708,208
18,28.572,77.0708,250
19,28.572,77.0708,280
20,28.572,77.0708,389.75
21,28.572,77.0708,449.25
22,28.572,77.0708,450.25
23,28.572,77.0708,422
0,28.572,77.0708,321.75
1,28.572,77.0708,290.25
2,28.572,77.0708,336
3,28.572,77.0708,399.5
4,28.572,77.0708,375.5
5,28.572,77.0708,273.5
6,28.572,77.0708,200.75
7,28.572,77.0708,222.75
8,28.572,77.0708,259
9,28.572,77.0708,268.25
10,28.572,77.0708,258.5
11,28.572,77.0708,267
12,28.572,77.0708,294.75
13,28.572,77.0708,243
14,28.572,77.0708,182.25
15,28.572,77.0708,161.75
16,28.572,77.0708,158.25
17,28.572,77.0708,158.75
18,28.572,77.0708,340.5
19,28.572,77.0708,807
22,28.572,77.0708,942
23,28.572,77.0708,854.5
0,28.572,77.0708,583
1,28.572,77.0708,532.25
2,28.572,77.0708,440
3,28.572,77.0708,359.25
4,28.572,77.0708,293.25
5,28.572,77.0708,259.75
6,28.572,77.0708,317.75
7,28.572,77.0708,519.5
8,28.572,77.0708,739.5
9,28.572,77.0708,723.25
10,28.572,77.0708,526.25
11,28.572,77.0708,302.5
12,28.572,77.0708,265.75
13,28.572,77.0708,224
14,28.572,77.0708,202.5
15,28.572,77.0708,210
16,28.572,77.0708,199.75
17,28.572,77.0708,168.5
18,28.572,77.0708,200
19,28.572,77.0708,344.75
20,28.572,77.0708,473.25
21,28.572,77.0708,468.25
22,28.572,77.0708,531.5
23,28.572,77.0708,526
0,28.572,77.0708,506.5
1,28.572,77.0708,472.25
2,28.572,77.0708,402.75
3,28.572,77.0708,303
4,28.572,77.0708,317.5
5,28.572,77.0708,352.75
6,28.572,77.0708,423.25
7,28.572,77.0708,465.5
8,28.572,77.0708,532.25
9,28.572,77.0708,636.25
10,28.572,77.0708,311.5
11,28.572,77.0708,235.75
12,28.572,77.0708,217.75
13,28.572,77.0708,234.25
14,28.572,77.0708,211.5
15,28.572,77.0708,177
16,28.572,77.0708,172.25
17,28.572,77.0708,163
18,28.572,77.0708,237.25
19,28.572,77.0708,415
21,28.572,77.0708,831
22,28.572,77.0708,831
23,28.572,77.0708,512
0,28.572,77.0708,515.25
1,28.572,77.0708,499
2,28.572,77.0708,413.25
3,28.572,77.0708,380
4,28.572,77.0708,322.25
5,28.572,77.0708,252
6,28.572,77.0708,276.75
7,28.572,77.0708,366
8,28.572,77.0708,767
9,28.572,77.0708,674.75
10,28.572,77.0708,343.5
11,28.572,77.0708,311.25
12,28.572,77.0708,303
13,28.572,77.0708,308.5
14,28.572,77.0708,292.75
15,28.572,77.0708,270
16,28.572,77.0708,251.75
17,28.572,77.0708,265
18,28.572,77.0708,283.75
19,28.572,77.0708,288.5
20,28.572,77.0708,271
21,28.572,77.0708,272.5
22,28.572,77.0708,262.75
23,28.572,77.0708,259.5
0,28.572,77.0708,209.5
1,28.572,77.0708,191
2,28.572,77.0708,186.25
3,28.572,77.0708,167.75
4,28.572,77.0708,183.75
5,28.572,77.0708,194.5
6,28.572,77.0708,222.25
7,28.572,77.0708,274.75
8,28.572,77.0708,343.75
9,28.572,77.0708,383.25
10,28.572,77.0708,397.25
11,28.572,77.0708,430.25
12,28.572,77.0708,454.75
13,28.572,77.0708,472.75
14,28.572,77.0708,357.5
15,28.572,77.0708,321.25
16,28.572,77.0708,290
17,28.572,77.0708,267.5
18,28.572,77.0708,264.25
19,28.572,77.0708,243
20,28.572,77.0708,256.75
21,28.572,77.0708,272.75
22,28.572,77.0708,235.25
23,28.572,77.0708,173.5
0,28.572,77.0708,133.5
1,28.572,77.0708,146.75
2,28.572,77.0708,153.5
3,28.572,77.0708,140.25
4,28.572,77.0708,110.75
5,28.572,77.0708,98.75
6,28.572,77.0708,83
7,28.572,77.0708,53.75
8,28.572,77.0708,51
9,28.572,77.0708,70.25
10,28.572,77.0708,95.75
11,28.572,77.0708,108.25
12,28.572,77.0708,112
15,28.572,77.0708,112
16,28.572,77.0708,102
17,28.572,77.0708,95.75
18,28.572,77.0708,76.5
19,28.572,77.0708,85.25
20,28.572,77.0708,114
21,28.572,77.0708,107.75
22,28.572,77.0708,109.75
23,28.572,77.0708,120.5
0,28.572,77.0708,124
1,28.572,77.0708,109
2,28.572,77.0708,97
3,28.572,77.0708,89.75
4,28.572,77.0708,92.25
5,28.572,77.0708,86
6,28.572,77.0708,105.75
7,28.572,77.0708,143.25
8,28.572,77.0708,138.5
9,28.572,77.0708,166.25
10,28.572,77.0708,186.25
11,28.572,77.0708,172
15,28.572,77.0708,172
0,28.5828,77.2344,350
1,28.5828,77.2344,368
2,28.5828,77.2344,338
3,28.5828,77.2344,305
4,28.5828,77.2344,306
5,28.5828,77.2344,300
6,28.5828,77.2344,278
7,28.5828,77.2344,294
8,28.5828,77.2344,378
9,28.5828,77.2344,445
10,28.5828,77.2344,444
11,28.5828,77.2344,316
12,28.5828,77.2344,167
13,28.5828,77.2344,144
14,28.5828,77.2344,145
15,28.5828,77.2344,130
16,28.5828,77.2344,139
17,28.5828,77.2344,141
18,28.5828,77.2344,206
19,28.5828,77.2344,233
20,28.5828,77.2344,282
21,28.5828,77.2344,302
22,28.5828,77.2344,383
23,28.5828,77.2344,383
0,28.5828,77.2344,385
1,28.5828,77.2344,444
2,28.5828,77.2344,421
3,28.5828,77.2344,345
4,28.5828,77.2344,317
5,28.5828,77.2344,295
6,28.5828,77.2344,293
7,28.5828,77.2344,302
8,28.5828,77.2344,343
9,28.5828,77.2344,453
10,28.5828,77.2344,331
11,28.5828,77.2344,244
12,28.5828,77.2344,172
13,28.5828,77.2344,141
14,28.5828,77.2344,147
15,28.5828,77.2344,169
16,28.5828,77.2344,135
17,28.5828,77.2344,143
18,28.5828,77.2344,175
19,28.5828,77.2344,261
20,28.5828,77.2344,266
21,28.5828,77.2344,340
22,28.5828,77.2344,384
23,28.5828,77.2344,398
0,28.5828,77.2344,403
1,28.5828,77.2344,307
2,28.5828,77.2344,284
3,28.5828,77.2344,274
4,28.5828,77.2344,266
5,28.5828,77.2344,365
6,28.5828,77.2344,368
7,28.5828,77.2344,383
8,28.5828,77.2344,362
9,28.5828,77.2344,434
10,28.5828,77.2344,396
11,28.5828,77.2344,322
12,28.5828,77.2344,293
13,28.5828,77.2344,269
14,28.5828,77.2344,230
15,28.5828,77.2344,194
16,28.5828,77.2344,204
17,28.5828,77.2344,194
18,28.5828,77.2344,194
19,28.5828,77.2344,218
20,28.5828,77.2344,271
21,28.5828,77.2344,237
22,28.5828,77.2344,241
23,28.5828,77.2344,200
0,28.5828,77.2344,179
1,28.5828,77.2344,172
2,28.5828,77.2344,150
3,28.5828,77.2344,132
4,28.5828,77.2344,130
5,28.5828,77.2344,139
6,28.5828,77.2344,117
7,28.5828,77.2344,130
8,28.5828,77.2344,235
9,28.5828,77.2344,246
10,28.5828,77.2344,217
11,28.5828,77.2344,201
12,28.5828,77.2344,182
13,28.5828,77.2344,151
14,28.5828,77.2344,143
15,28.5828,77.2344,162
16,28.5828,77.2344,158
17,28.5828,77.2344,161
18,28.5828,77.2344,162.75
19,28.5828,77.2344,163.75
20,28.5828,77.2344,159.5
21,28.5828,77.2344,179.25
22,28.5828,77.2344,154.5
23,28.5828,77.2344,132.75
0,28.5828,77.2344,134.5
1,28.5828,77.2344,134.75
2,28.5828,77.2344,138.75
3,28.5828,77.2344,134.75
4,28.5828,77.2344,134
5,28.5828,77.2344,132.25
6,28.5828,77.2344,126.25
7,28.5828,77.2344,126.5
8,28.5828,77.2344,135
9,28.5828,77.2344,140.75
10,28.5828,77.2344,152
11,28.5828,77.2344,165.75
12,28.5828,77.2344,188.25
13,28.5828,77.2344,245.25
14,28.5828,77.2344,311
15,28.5828,77.2344,224.75
16,28.5828,77.2344,228.5
17,28.5828,77.2344,168.25
18,28.5828,77.2344,139.75
19,28.5828,77.2344,153.75
20,28.5828,77.2344,160.75
21,28.5828,77.2344,157.75
22,28.5828,77.2344,157.75
23,28.5828,77.2344,153.75
0,28.5828,77.2344,158.25
1,28.5828,77.2344,145.25
2,28.5828,77.2344,141.25
3,28.5828,77.2344,143.5
4,28.5828,77.2344,139
5,28.5828,77.2344,143
6,28.5828,77.2344,155
7,28.5828,77.2344,164
8,28.5828,77.2344,197
9,28.5828,77.2344,210
10,28.5828,77.2344,192.75
11,28.5828,77.2344,182.75
12,28.5828,77.2344,173.25
13,28.5828,77.2344,175.25
14,28.5828,77.2344,177.5
15,28.5828,77.2344,176.75
16,28.5828,77.2344,181.75
17,28.5828,77.2344,159.75
18,28.5828,77.2344,154
19,28.5828,77.2344,181.25
20,28.5828,77.2344,237.25
21,28.5828,77.2344,259.25
22,28.5828,77.2344,255.5
23,28.5828,77.2344,312
0,28.5828,77.2344,269.25
1,28.5828,77.2344,234.25
2,28.5828,77.2344,214.5
3,28.5828,77.2344,208.5
4,28.5828,77.2344,240
5,28.5828,77.2344,313.25
6,28.5828,77.2344,275.5
7,28.5828,77.2344,226.75
8,28.5828,77.2344,208.75
9,28.5828,77.2344,197
10,28.5828,77.2344,181.25
11,28.5828,77.2344,188.75
12,28.5828,77.2344,212.5
13,28.5828,77.2344,182.75
14,28.5828,77.2344,138.25
15,28.5828,77.2344,121.5
16,28.5828,77.2344,117.25
17,28.5828,77.2344,133
18,28.5828,77.2344,222.25
19,28.5828,77.2344,452
20,28.5828,77.2344,472
21,28.5828,77.2344,420.75
22,28.5828,77.2344,551
23,28.5828,77.2344,642
0,28.5828,77.2344,623.5
1,28.5828,77.2344,557.25
2,28.5828,77.2344,379
3,28.5828,77.2344,347.25
4,28.5828,77.2344,350.5
5,28.5828,77.2344,363.5
6,28.5828,77.2344,413.75
7,28.5828,77.2344,430
8,28.5828,77.2344,428.75
9,28.5828,77.2344,428.5
10,28.5828,77.2344,331
11,28.5828,77.2344,256
12,28.5828,77.2344,179.5
13,28.5828,77.2344,154.5
14,28.5828,77.2344,125
15,28.5828,77.2344,109.5
16,28.5828,77.2344,102
17,28.5828,77.2344,116.25
18,28.5828,77.2344,144.75
19,28.5828,77.2344,195.75
20,28.5828,77.2344,238.25
21,28.5828,77.2344,264.75
22,28.5828,77.2344,299
23,28.5828,77.2344,273.75
0,28.5828,77.2344,273.5
1,28.5828,77.2344,304
2,28.5828,77.2344,279.25
3,28.5828,77.2344,273.75
4,28.5828,77.2344,289.5
5,28.5828,77.2344,279.5
6,28.5828,77.2344,265.25
7,28.5828,77.2344,288.25
8,28.5828,77.2344,332.75
9,28.5828,77.2344,309
10,28.5828,77.2344,270.5
11,28.5828,77.2344,249
12,28.5828,77.2344,224
13,28.5828,77.2344,184.25
14,28.5828,77.2344,152.5
15,28.5828,77.2344,144.75
16,28.5828,77.2344,143
17,28.5828,77.2344,148.25
18,28.5828,77.2344,173
9,28.5828,77.2344,386.5
10,28.5828,77.2344,439
11,28.5828,77.2344,606
12,28.5828,77.2344,245
13,28.5828,77.2344,220.5
14,28.5828,77.2344,214.5
15,28.5828,77.2344,225.25
16,28.5828,77.2344,224
17,28.5828,77.2344,256.5
18,28.5828,77.2344,281.75
19,28.5828,77.2344,250
20,28.5828,77.2344,251.75
21,28.5828,77.2344,299.75
22,28.5828,77.2344,307.75
23,28.5828,77.2344,285.25
0,28.5828,77.2344,302.5
1,28.5828,77.2344,219.5
2,28.5828,77.2344,205.25
3,28.5828,77.2344,218.75
4,28.5828,77.2344,205
5,28.5828,77.2344,184.25
6,28.5828,77.2344,189.25
7,28.5828,77.2344,207.5
8,28.5828,77.2344,238.5
9,28.5828,77.2344,341.75
10,28.5828,77.2344,486.25
11,28.5828,77.2344,386.25
12,28.5828,77.2344,402.25
13,28.5828,77.2344,392.5
14,28.5828,77.2344,322.5
15,28.5828,77.2344,283
16,28.5828,77.2344,254.25
17,28.5828,77.2344,212.25
18,28.5828,77.2344,209
19,28.5828,77.2344,211.75
20,28.5828,77.2344,229
21,28.5828,77.2344,258.75
22,28.5828,77.2344,318
23,28.5828,77.2344,217.5
0,28.5828,77.2344,186.5
1,28.5828,77.2344,180.25
2,28.5828,77.2344,157.25
3,28.5828,77.2344,148.25
4,28.5828,77.2344,117
5,28.5828,77.2344,103.5
6,28.5828,77.2344,72.25
7,28.5828,77.2344,46.5
8,28.5828,77.2344,51.25
9,28.5828,77.2344,65.75
10,28.5828,77.2344,84.25
11,28.5828,77.2344,96.5
12,28.5828,77.2344,90.75
13,28.5828,77.2344,76
14,28.5828,77.2344,63.75
15,28.5828,77.2344,46.75
16,28.5828,77.2344,50.25
17,28.5828,77.2344,44.75
18,28.5828,77.2344,49.5
19,28.5828,77.2344,64.75
20,28.5828,77.2344,63.75
21,28.5828,77.2344,78.75
22,28.5828,77.2344,99.5
23,28.5828,77.2344,98.5
0,28.5828,77.2344,89.5
1,28.5828,77.2344,82.5
2,28.5828,77.2344,73
3,28.5828,77.2344,71.75
4,28.5828,77.2344,87.25
5,28.5828,77.2344,87.75
6,28.5828,77.2344,80
7,28.5828,77.2344,88.5
8,28.5828,77.2344,107
9,28.5828,77.2344,134.75
10,28.5828,77.2344,121
11,28.5828,77.2344,119.25
12,28.5828,77.2344,99
13,28.5828,77.2344,111.5
14,28.5828,77.2344,122
15,28.5828,77.2344,113.5
16,28.5828,77.2344,121
0,28.609,76.9855,188.75
1,28.609,76.9855,191.75
2,28.609,76.9855,193.75
3,28.609,76.9855,188.5
4,28.609,76.9855,181.25
5,28.609,76.9855,204.75
6,28.609,76.9855,210
7,28.609,76.9855,175
8,28.609,76.9855,163.75
9,28.609,76.9855,278
10,28.609,76.9855,350
11,28.609,76.9855,319.25
12,28.609,76.9855,236
13,28.609,76.9855,150.75
14,28.609,76.9855,137.5
15,28.609,76.9855,134
16,28.609,76.9855,128.25
17,28.609,76.9855,129.75
18,28.609,76.9855,137.25
19,28.609,76.9855,164.5
20,28.609,76.9855,192
21,28.609,76.9855,167.75
22,28.609,76.9855,155.75
23,28.609,76.9855,151.25
0,28.609,76.9855,173.25
1,28.609,76.9855,219
2,28.609,76.9855,219
3,28.609,76.9855,219
4,28.609,76.9855,179
5,28.609,76.9855,162.5
6,28.609,76.9855,140.5
7,28.609,76.9855,132.5
8,28.609,76.9855,163
9,28.609,76.9855,281.5
10,28.609,76.9855,363
11,28.609,76.9855,293
12,28.609,76.9855,199.5
13,28.609,76.9855,167
14,28.609,76.9855,136
15,28.609,76.9855,113
16,28.609,76.9855,113
17,28.609,76.9855,112
18,28.609,76.9855,123
19,28.609,76.9855,138
20,28.609,76.9855,191.5
21,28.609,76.9855,267.5
22,28.609,76.9855,310
23,28.609,76.9855,313
0,28.609,76.9855,298.5
1,28.609,76.9855,299.5
2,28.609,76.9855,292
3,28.609,76.9855,246
4,28.609,76.9855,209.5
5,28.609,76.9855,198
6,28.609,76.9855,194
7,28.609,76.9855,191.5
8,28.609,76.9855,242
9,28.609,76.9855,303
10,28.609,76.9855,305.5
11,28.609,76.9855,265.5
12,28.609,76.9855,205
13,28.609,76.9855,172
14,28.609,76.9855,151.5
15,28.609,76.9855,150.5
16,28.609,76.9855,146.5
17,28.609,76.9855,140
18,28.609,76.9855,176
19,28.609,76.9855,247.5
20,28.609,76.9855,293
21,28.609,76.9855,282
22,28.609,76.9855,260
23,28.609,76.9855,252
0,28.609,76.9855,238.5
1,28.609,76.9855,227.5
2,28.609,76.9855,242
3,28.609,76.9855,241.5
4,28.609,76.9855,236.5
5,28.609,76.9855,254
6,28.609,76.9855,231.5
7,28.609,76.9855,216.5
8,28.609,76.9855,220
9,28.609,76.9855,197
10,28.609,76.9855,161
11,28.609,76.9855,130
12,28.609,76.9855,118.5
13,28.609,76.9855,115
14,28.609,76.9855,111.5
15,28.609,76.9855,100
16,28.609,76.9855,94.5
17,28.609,76.9855,95
18,28.609,76.9855,123.5
19,28.609,76.9855,152.5
20,28.609,76.9855,134.5
21,28.609,76.9855,111.5
22,28.609,76.9855,132.5
23,28.609,76.9855,165.5
0,28.609,76.9855,158.5
1,28.609,76.9855,156
2,28.609,76.9855,187
3,28.609,76.9855,217
4,28.609,76.9855,219.5
5,28.609,76.9855,193
6,28.609,76.9855,232.5
7,28.609,76.9855,281
8,28.609,76.9855,242
9,28.609,76.9855,217
10,28.609,76.9855,185.5
11,28.609,76.9855,149
13,28.609,76.9855,149
14,28.609,76.9855,149
15,28.609,76.9855,116
16,28.609,76.9855,111.75
17,28.609,76.9855,97.25
18,28.609,76.9855,87.75
19,28.609,76.9855,89.75
20,28.609,76.9855,167.25
21,28.609,76.9855,262.25
22,28.609,76.9855,254
23,28.609,76.9855,267.5
0,28.609,76.9855,248.75
1,28.609,76.9855,234.25
2,28.609,76.9855,223.25
3,28.609,76.9855,185.5
4,28.609,76.9855,202.75
